,s.no,latitude,longitude,kelp_biomass_kg_2025,kelp_biomass_kg_past_2015,Temperature ,Salinity level,Ocean Current ,compass_score
4153,4153,36.53881181,-121.9357859,0,737,15.067,35.251,0.156,0.6828
4154,4154,36.53908222,-121.9357822,0,752,16.895,35.366,0.24,0.7632
4155,4155,36.53935263,-121.9357785,0,219,14.222,34.316,0.203,0.6665
4156,4156,36.53989344,-121.9357711,0,615,12.339,34.902,0.158,0.622
4157,4157,36.54016385,-121.9357673,0,1008,16.867,33.309,0.289,0.7357
4158,4158,36.54043426,-121.9357636,0,961,10.756,34.048,0.103,0.5424
4159,4159,36.54070466,-121.9357599,0,1478,12.062,35.221,0.195,0.6431
4160,4160,36.54097507,-121.9357562,0,1008,12.804,35.459,0.3,0.716
4161,4161,36.54124548,-121.9357525,0,649,9.858,33.183,0.276,0.5898
4162,4162,36.54178629,-121.9357451,99,329,17.326,36.04,0.227,0.6766
4163,4163,36.5420567,-121.9357414,0,599,18.085,34.975,0.263,0.7881
4164,4164,36.54340873,-121.9357229,0,273,11.768,35.231,0.114,0.5972
4165,4165,36.54557199,-121.9356932,0,632,10.372,34.806,0.277,0.6409
4166,4166,36.54584239,-121.9356895,0,1279,10.036,35.494,0.16,0.593
4167,4167,36.5461128,-121.9356858,0,1049,17.888,35.401,0.345,0.8359
4168,4168,36.54638321,-121.9356821,0,543,19.488,32.3,0.172,0.703
4169,4169,36.54719443,-121.935671,0,339,16.01,34.191,0.132,0.6626
4170,4170,36.54746483,-121.9356673,0,461,19.129,34.224,0.223,0.7696
4171,4171,36.54773524,-121.9356635,0,224,12.912,35.494,0.221,0.6795
4172,4172,36.54827605,-121.9356561,0,396,17.292,35.323,0.315,0.8074
4173,4173,36.54854646,-121.9356524,0,431,16.354,36.268,0.196,0.7532
4174,4174,36.54881687,-121.9356487,0,408,12.343,35.089,0.107,0.6013
4175,4175,36.54908727,-121.935645,0,349,21.026,34.396,0.18,0.7893
4176,4176,36.54935768,-121.9356413,0,378,14.25,35.968,0.236,0.7248
4177,4177,36.54962809,-121.9356376,0,531,17.097,35.348,0.154,0.7237
4178,4178,36.54989849,-121.9356339,0,549,18.119,34.846,0.251,0.7795
4179,4179,36.5501689,-121.9356302,0,336,6.783,33.415,0.144,0.4698
4180,4180,36.55043931,-121.9356265,0,254,16.78,33.896,0.181,0.6947
4181,4181,36.55070971,-121.9356228,0,202,20.456,34.393,0.264,0.8201
4182,4182,36.554225,-121.9355745,712,0,19.444,36.313,0.255,0.494
4183,4183,36.55449541,-121.9355708,1903,183,13.862,33.403,0.208,0.2892
4184,4184,36.55476581,-121.9355671,2256,367,16.113,33.905,0.273,0.378
4185,4185,36.55503622,-121.9355634,2050,372,14.019,33.151,0.261,0.3124
4186,4186,36.55530662,-121.9355597,1109,0,13.245,33.683,0.24,0.3002
4187,4187,36.55557703,-121.935556,1208,207,14.366,34.677,0.204,0.3288
4188,4188,36.55584744,-121.9355523,614,414,15.695,34.304,0.139,0.3128
4189,4189,36.55611784,-121.9355486,874,472,13.743,35.152,0.188,0.3206
4190,4190,36.55638825,-121.9355449,104,0,15.417,34.712,0.125,0.3106
4191,4191,36.55692906,-121.9355375,746,584,14.171,35.778,0.156,0.3286
4192,4192,36.55719947,-121.9355337,99,254,11.877,34.269,0.187,0.4753
4193,4193,36.55828109,-121.9355189,456,781,9.248,34.317,0.257,0.3924
4194,4194,36.5585515,-121.9355152,187,516,17.147,34.501,0.195,0.5972
4195,4195,36.55882191,-121.9355115,0,340,14.989,36.558,0.175,0.7235
4196,4196,36.55909231,-121.9355078,0,148,15.377,34.273,0.243,0.7079
4197,4197,36.56017394,-121.9354929,0,742,12.779,34.09,0.251,0.6568
4198,4198,36.63886159,-121.9344112,808,0,13.033,35.127,0.241,0.3326
4199,4199,36.63913199,-121.9344075,1025,0,15.504,34.184,0.187,0.3301
4200,4200,36.63940239,-121.9344038,442,0,13.685,32.428,0.258,0.2864
4201,4201,36.5233956,-121.935662,0,743,16.781,33.539,0.133,0.6618
4202,4202,36.52366601,-121.9356583,0,541,16.634,34.923,0.247,0.7506
4203,4203,36.53745679,-121.9354693,0,289,14.907,33.505,0.172,0.644
4204,4204,36.53772719,-121.9354656,0,666,8.724,33.372,0.283,0.576
4205,4205,36.5379976,-121.9354619,0,584,10.998,32.868,0.197,0.5646
4206,4206,36.53826801,-121.9354582,0,295,14.807,34.961,0.208,0.6965
4207,4207,36.53853842,-121.9354545,0,303,12.134,33.874,0.136,0.5813
4208,4208,36.53880882,-121.9354508,123,561,11.35,34.164,0.257,0.5571
4209,4209,36.53907923,-121.9354471,427,973,15.375,34.315,0.143,0.5053
4210,4210,36.53934964,-121.9354434,0,242,13.831,34.357,0.098,0.6074
4211,4211,36.53962004,-121.9354397,0,449,16.712,36.08,0.207,0.761
4212,4212,36.53989045,-121.9354359,133,723,14.682,35.671,0.236,0.6614
4213,4213,36.54016086,-121.9354322,703,926,7.65,34.952,0.204,0.2894
4214,4214,36.54043126,-121.9354285,0,961,16.844,32.978,0.217,0.691
4215,4215,36.54070167,-121.9354248,0,950,13.404,33.489,0.191,0.6239
4216,4216,36.54097208,-121.9354211,0,1203,8.831,35.445,0.186,0.5814
4217,4217,36.54124249,-121.9354174,0,1198,5.584,32.319,0.116,0.4051
4218,4218,36.54259452,-121.9353989,0,172,16.109,34.678,0.309,0.7652
4219,4219,36.54529859,-121.9353618,0,195,19.717,33.652,0.186,0.7482
4220,4220,36.545569,-121.9353581,0,1578,8.268,33.949,0.256,0.568
4221,4221,36.5458394,-121.9353544,0,1702,16.669,33.597,0.242,0.7156
4222,4222,36.54610981,-121.9353507,0,725,15.124,34.152,0.224,0.6904
4223,4223,36.54638022,-121.935347,0,219,12.001,34.091,0.144,0.5882
4224,4224,36.54665062,-121.9353432,0,325,13.541,34.939,0.143,0.6388
4225,4225,36.54692103,-121.9353395,0,244,13.198,34.597,0.268,0.6861
4226,4226,36.54719144,-121.9353358,0,314,10.12,33.039,0.208,0.5573
4227,4227,36.54746184,-121.9353321,0,455,10.736,33.406,0.259,0.604
4228,4228,36.54773225,-121.9353284,0,825,13.19,35.422,0.166,0.6556
4229,4229,36.54800266,-121.9353247,0,707,16.304,32.709,0.177,0.6538
4230,4230,36.54827306,-121.935321,0,561,11.396,33.652,0.201,0.5939
4231,4231,36.54854347,-121.9353173,0,537,14.226,34.235,0.141,0.6335
4232,4232,36.54881388,-121.9353136,0,466,15.231,36.203,0.265,0.7643
4233,4233,36.54908428,-121.9353099,0,195,11.793,36.245,0.082,0.607
4234,4234,36.54935469,-121.9353062,0,219,16.742,35.387,0.128,0.7048
4235,4235,36.5496251,-121.9353024,0,461,14.523,35.306,0.215,0.7031
4236,4236,36.5498955,-121.9352987,0,455,16.09,34.976,0.159,0.6973
4237,4237,36.55016591,-121.935295,0,289,20.15,32.301,0.187,0.7234
4238,4238,36.55043632,-121.9352913,0,277,9.288,36.387,0.2,0.6208
4239,4239,36.55070672,-121.9352876,947,525,15.202,33.836,0.175,0.3095
4240,4240,36.55097713,-121.9352839,815,313,12.621,34.556,0.156,0.2679
4241,4241,36.55124754,-121.9352802,1673,0,17.258,35.101,0.236,0.4117
4242,4242,36.55151794,-121.9352765,962,0,9.408,35.685,0.21,0.2606
4243,4243,36.55205875,-121.9352691,1099,207,16.099,34.84,0.244,0.3866
4244,4244,36.55232916,-121.9352654,972,1929,10.489,34.199,0.152,0.3891
4245,4245,36.55259957,-121.9352616,790,1319,15.005,34.24,0.169,0.4532
4246,4246,36.55476282,-121.935232,1025,136,16.287,34.091,0.054,0.2765
4247,4247,36.55503323,-121.9352283,1271,0,18.481,35.289,0.208,0.4261
4248,4248,36.55530363,-121.9352245,1541,0,16.088,33.311,0.278,0.3652
4249,4249,36.55557404,-121.9352208,1403,192,14.752,34.863,0.208,0.343
4250,4250,36.55584444,-121.9352171,1572,796,13.515,34.737,0.278,0.3508
4251,4251,36.55611485,-121.9352134,1924,684,16.307,33.102,0.139,0.2947
4252,4252,36.55638526,-121.9352097,761,0,14.601,35.677,0.249,0.3809
4253,4253,36.55692607,-121.9352023,1011,818,15.508,34.029,0.164,0.3148
4254,4254,36.55719648,-121.9351986,653,997,11.17,35.04,0.123,0.356
4255,4255,36.55746688,-121.9351949,270,819,10.928,34.996,0.186,0.4956
4256,4256,36.55773729,-121.9351912,148,396,15.825,36.155,0.17,0.5963
4257,4257,36.55800769,-121.9351874,182,330,11.176,36.447,0.188,0.46
4258,4258,36.5582781,-121.9351837,923,762,15.015,36.169,0.217,0.3852
4259,4259,36.55854851,-121.93518,0,340,13.158,35.742,0.207,0.6835
4260,4260,36.55881891,-121.9351763,0,202,12.236,35.335,0.2,0.6519
4261,4261,36.56017094,-121.9351578,0,518,19.088,33.583,0.128,0.7053
4262,4262,36.63885858,-121.9340757,987,0,15.355,34.071,0.177,0.3194
4263,4263,36.63912899,-121.934072,430,0,11.433,34.066,0.194,0.2515
4264,4264,36.52339261,-121.935327,0,336,14.353,34.185,0.289,0.7088
4265,4265,36.53745379,-121.9351342,0,260,7.861,34.413,0.212,0.5497
4266,4266,36.5377242,-121.9351305,0,347,18.759,36.276,0.219,0.8117
4267,4267,36.53799461,-121.9351268,0,339,13.268,34.786,0.155,0.6357
4268,4268,36.53826502,-121.9351231,0,369,12.508,33.575,0.238,0.6321
4269,4269,36.53853542,-121.9351194,0,679,13.904,33.05,0.165,0.6097
4270,4270,36.53880583,-121.9351157,931,1017,17.96,34.685,0.134,0.3935
4271,4271,36.53907624,-121.935112,395,1185,13.601,34.531,0.1,0.4916
4272,4272,36.53934664,-121.9351083,0,891,16.207,33.17,0.308,0.7289
4273,4273,36.53961705,-121.9351046,0,961,9.169,34.832,0.218,0.5886
4274,4274,36.53988746,-121.9351008,273,713,18.554,33.393,0.285,0.6346
4275,4275,36.54015787,-121.9350971,1006,644,18.012,32.893,0.147,0.3266
4276,4276,36.54042827,-121.9350934,395,691,15.572,33.844,0.184,0.4714
4277,4277,36.54069868,-121.9350897,0,531,14.707,34.595,0.186,0.6744
4278,4278,36.54096909,-121.935086,0,511,13.35,34.887,0.244,0.6843
4279,4279,36.54123949,-121.9350823,0,511,17.787,37.196,0.143,0.7778
4280,4280,36.54178031,-121.9350749,0,163,18.984,34.112,0.176,0.7405
4281,4281,36.54205071,-121.9350712,0,230,18.534,34.388,0.215,0.7581
4282,4282,36.545566,-121.935023,0,1236,14.541,34.86,0.235,0.7023
4283,4283,36.54583641,-121.9350192,0,878,12.09,35.287,0.251,0.6733
4284,4284,36.54610682,-121.9350155,0,402,12.856,34.743,0.163,0.6306
4285,4285,36.54637722,-121.9350118,0,288,14.876,34.341,0.217,0.6868
4286,4286,36.54664763,-121.9350081,0,693,8.592,35.264,0.148,0.5532
4287,4287,36.54691804,-121.9350044,0,288,13.74,33.314,0.124,0.5926
4288,4288,36.54718844,-121.9350007,0,767,14.495,35.329,0.201,0.6961
4289,4289,36.54745885,-121.934997,0,1112,14.413,37.409,0.215,0.7535
4290,4290,36.54772926,-121.9349933,0,995,12.233,34.389,0.219,0.6376
4291,4291,36.54799966,-121.9349896,0,1002,12.983,34.312,0.156,0.6188
4292,4292,36.54827007,-121.9349859,0,896,15.675,32.45,0.2,0.6466
4293,4293,36.54854048,-121.9349821,0,1296,15.791,34.244,0.171,0.6792
4294,4294,36.54881088,-121.9349784,0,396,11.147,35.55,0.248,0.6601
4295,4295,36.54908129,-121.9349747,0,113,9.197,34.363,0.1,0.5185
4296,4296,36.5493517,-121.934971,0,195,17.503,34.886,0.123,0.7045
4297,4297,36.5496221,-121.9349673,0,230,9.71,34.728,0.17,0.5726
4298,4298,36.54989251,-121.9349636,0,277,12.434,36.192,0.209,0.6816
4299,4299,36.55016292,-121.9349599,0,254,11.865,33.783,0.228,0.6198
4300,4300,36.55043332,-121.9349562,128,277,15.73,34.045,0.141,0.4963
4301,4301,36.55070373,-121.9349525,1324,608,19.288,36.19,0.232,0.4763
4302,4302,36.55097414,-121.9349488,2643,448,11.198,36.011,0.262,0.3296
4303,4303,36.55124454,-121.934945,3377,230,14.559,33.809,0.103,0.2604
4304,4304,36.55151495,-121.9349413,2647,172,21.139,35.003,0.283,0.5082
4305,4305,36.55178535,-121.9349376,918,195,12.747,34.7,0.161,0.2764
4306,4306,36.55205576,-121.9349339,1516,1132,8.967,33.569,0.216,0.2021
4307,4307,36.55232617,-121.9349302,1070,2002,15.524,33.387,0.238,0.499
4308,4308,36.55259657,-121.9349265,952,1231,15.315,33.59,0.155,0.3749
4309,4309,36.55286698,-121.9349228,202,0,11.766,35.652,0.175,0.2881
4310,4310,36.55530064,-121.9348894,957,0,12.09,36.314,0.143,0.295
4311,4311,36.55557104,-121.9348857,859,0,14.034,33.835,0.144,0.2713
4312,4312,36.55584145,-121.934882,624,332,13.441,34.78,0.157,0.2899
4313,4313,36.55611186,-121.9348782,1065,185,13.568,35.242,0.203,0.3269
4314,4314,36.55638226,-121.9348745,1640,759,8.292,33.711,0.301,0.2351
4315,4315,36.55665267,-121.9348708,1816,552,13.691,34.706,0.146,0.2874
4316,4316,36.55692308,-121.9348671,1021,806,19.918,34.182,0.202,0.4234
4317,4317,36.55719348,-121.9348634,1114,991,16.512,34.604,0.158,0.3457
4318,4318,36.55746389,-121.9348597,0,625,15.302,34.42,0.21,0.6936
4319,4319,36.56016795,-121.9348226,119,0,21.478,33.999,0.169,0.4327
4320,4320,36.56043836,-121.9348188,743,0,13.472,34.614,0.204,0.3099
4321,4321,36.63885558,-121.9337402,332,0,18.242,33.967,0.32,0.4444
4322,4322,36.63912598,-121.9337365,166,0,14.228,34.729,0.196,0.3234
4323,4323,36.63993719,-121.9337253,0,260,10.659,35.101,0.222,0.6263
4324,4324,36.52338962,-121.9349919,0,277,11.34,35.255,0.098,0.5814
4325,4325,36.52501206,-121.9349697,0,207,17.014,33.401,0.204,0.6984
4326,4326,36.53690999,-121.9348065,0,399,16.02,34.81,0.263,0.7438
4327,4327,36.53718039,-121.9348028,0,719,17.135,33.967,0.094,0.6599
4328,4328,36.5374508,-121.9347991,0,283,14.455,33.747,0.232,0.6713
4329,4329,36.53772121,-121.9347954,0,248,9.97,35.332,0.291,0.6532
4330,4330,36.53799162,-121.9347917,0,288,11.277,34.459,0.144,0.5833
4331,4331,36.53826202,-121.934788,0,752,14.441,35.345,0.236,0.713
4332,4332,36.53853243,-121.9347843,0,1090,17.328,34.527,0.138,0.6997
4333,4333,36.53880284,-121.9347806,371,1149,20.733,34.976,0.102,0.6461
4334,4334,36.53907324,-121.9347769,254,926,19.606,34.263,0.197,0.6709
4335,4335,36.53934365,-121.9347732,113,781,11.895,34.199,0.228,0.5802
4336,4336,36.53961406,-121.9347695,1568,403,13.423,34.619,0.238,0.326
4337,4337,36.53988447,-121.9347657,2003,1017,12.072,33.389,0.205,0.2525
4338,4338,36.54015487,-121.934762,907,0,14.461,35.59,0.228,0.3655
4339,4339,36.54069569,-121.9347546,0,903,14.716,35.839,0.177,0.7012
4340,4340,36.54096609,-121.9347509,0,324,16.681,33.251,0.132,0.6522
4341,4341,36.54150691,-121.9347435,0,374,13.804,34.442,0.174,0.647
4342,4342,36.54177731,-121.9347398,0,1026,9.832,34.924,0.226,0.6078
4343,4343,36.54204772,-121.9347361,0,402,13.376,35.453,0.202,0.678
4344,4344,36.54312935,-121.9347212,417,0,14.115,34.487,0.205,0.3197
4345,4345,36.54339976,-121.9347175,378,0,11.248,35.41,0.162,0.2655
4346,4346,36.54556301,-121.9346878,0,230,18.654,35.917,0.16,0.7712
4347,4347,36.54583342,-121.9346841,0,725,14.425,33.625,0.204,0.6537
4348,4348,36.54610382,-121.9346804,0,725,10.4,35.534,0.244,0.6431
4349,4349,36.54637423,-121.9346767,0,936,15.001,32.974,0.26,0.6766
4350,4350,36.54664464,-121.934673,0,884,17.135,34.069,0.187,0.709
4351,4351,36.54691504,-121.9346693,0,745,13.894,34.34,0.189,0.6537
4352,4352,36.54718545,-121.9346656,0,826,18.923,33.531,0.301,0.7873
4353,4353,36.54745586,-121.9346619,0,1119,12.742,33.138,0.18,0.5968
4354,4354,36.54772626,-121.9346581,0,1009,19.498,33.771,0.165,0.7365
4355,4355,36.54799667,-121.9346544,0,1619,12.402,34.661,0.238,0.6572
4356,4356,36.54826708,-121.9346507,0,1243,15.763,34.355,0.177,0.6844
4357,4357,36.54853748,-121.934647,0,837,10.565,33.908,0.199,0.5832
4358,4358,36.54880789,-121.9346433,0,314,18.328,33.923,0.112,0.691
4359,4359,36.5490783,-121.9346396,0,320,15.861,34.111,0.257,0.7202
4360,4360,36.54961911,-121.9346322,0,136,14.599,34.135,0.2,0.6678
4361,4361,36.54988952,-121.9346284,163,207,19.813,34.938,0.163,0.4952
4362,4362,36.55015992,-121.9346247,1099,0,13.722,34.464,0.207,0.3125
4363,4363,36.55043033,-121.934621,1079,0,15.495,33.997,0.247,0.3553
4364,4364,36.55070073,-121.9346173,2378,0,10.195,33.083,0.178,0.1949
4365,4365,36.55097114,-121.9346136,2647,195,13.984,33.881,0.215,0.307
4366,4366,36.55124155,-121.9346099,2667,266,13.61,32.05,0.199,0.2459
4367,4367,36.55151195,-121.9346062,2344,578,16.81,34.614,0.181,0.3633
4368,4368,36.55178236,-121.9346025,1261,679,18.736,35.874,0.136,0.4097
4369,4369,36.55205277,-121.9345988,707,554,17.124,33.391,0.116,0.3063
4370,4370,36.55259358,-121.9345913,114,0,12.465,34.812,0.267,0.3267
4371,4371,36.55286399,-121.9345876,133,0,14.565,34.227,0.201,0.3199
4372,4372,36.55637927,-121.9345394,290,222,10.526,34.33,0.236,0.2615
4373,4373,36.55664967,-121.9345356,1086,715,18.426,35.477,0.145,0.3983
4374,4374,36.55692008,-121.9345319,565,442,15.276,33.4,0.118,0.2716
4375,4375,36.55962414,-121.9344948,567,0,9.487,34.055,0.121,0.1769
4376,4376,36.55989455,-121.9344911,1023,0,13.57,34.412,0.18,0.2947
4377,4377,36.56043536,-121.9344837,920,0,17.247,35.303,0.13,0.3635
4378,4378,36.5225754,-121.934668,0,202,12.544,34.649,0.157,0.6192
4379,4379,36.52284581,-121.9346643,0,181,16.816,33.577,0.211,0.7025
4380,4380,36.52311622,-121.9346606,0,219,14.497,35.015,0.19,0.6828
4381,4381,36.52338662,-121.9346569,689,0,12.267,35.862,0.15,0.2906
4382,4382,36.52473866,-121.9346384,0,368,12.874,33.949,0.228,0.6436
4383,4383,36.52500907,-121.9346347,0,531,13.079,32.749,0.17,0.5886
4384,4384,36.53663659,-121.9344752,0,576,12.707,35.516,0.19,0.6605
4385,4385,36.53690699,-121.9344715,0,718,11.266,34.778,0.249,0.6436
4386,4386,36.5371774,-121.9344677,0,674,14.236,34.342,0.205,0.6684
4387,4387,36.53744781,-121.934464,0,224,16.959,33.421,0.253,0.7223
4388,4388,36.53771822,-121.9344603,0,355,16.102,34.547,0.199,0.7068
4389,4389,36.53798862,-121.9344566,0,620,14.515,34.99,0.127,0.651
4390,4390,36.53825903,-121.9344529,0,707,15.428,36.507,0.152,0.7192
4391,4391,36.53852944,-121.9344492,0,759,10.035,35.176,0.185,0.5976
4392,4392,36.53879984,-121.9344455,0,1340,13.455,36.112,0.224,0.707
4393,4393,36.53907025,-121.9344418,0,1161,17.433,30.63,0.228,0.671
4394,4394,36.53934066,-121.9344381,0,654,10.753,33.493,0.189,0.5715
4395,4395,36.53961106,-121.9344344,1873,507,19.766,34.755,0.26,0.4638
4396,4396,36.53988147,-121.9344306,2656,1843,11.478,34.425,0.21,0.2694
4397,4397,36.54015188,-121.9344269,590,313,10.974,34.854,0.214,0.2723
4398,4398,36.54069269,-121.9344195,0,1377,13.693,34.699,0.171,0.6498
4399,4399,36.5409631,-121.9344158,642,724,11.573,32.335,0.243,0.2751
4400,4400,36.54150391,-121.9344084,0,290,8.228,34.507,0.173,0.5397
4401,4401,36.54177432,-121.9344047,0,932,10.67,35.216,0.247,0.6419
4402,4402,36.54258554,-121.9343935,230,0,18.4,36.185,0.275,0.4805
4403,4403,36.54312635,-121.9343861,691,420,16.244,35.231,0.196,0.3752
4404,4404,36.54366717,-121.9343787,652,0,15.702,33.631,0.14,0.2966
4405,4405,36.54393757,-121.934375,554,0,11.528,32.601,0.197,0.2182
4406,4406,36.54556001,-121.9343527,0,672,15.265,33.521,0.158,0.6444
4407,4407,36.54583042,-121.934349,0,1443,15.426,33.448,0.193,0.6632
4408,4408,36.54610083,-121.9343453,0,872,17.78,34.395,0.217,0.7447
4409,4409,36.54637123,-121.9343416,0,229,12.768,34.576,0.155,0.6207
4410,4410,36.54664164,-121.9343379,0,686,14.273,35.146,0.139,0.6562
4411,4411,36.54691205,-121.9343341,0,1002,14.216,36.156,0.18,0.7009
4412,4412,36.54718245,-121.9343304,0,236,14.662,36.166,0.114,0.6768
4413,4413,36.54745286,-121.9343267,0,524,10.677,35.193,0.106,0.571
4414,4414,36.54772327,-121.934323,0,1310,13.382,35.3,0.228,0.6873
4415,4415,36.54799367,-121.9343193,0,1843,12.704,34.184,0.179,0.6217
4416,4416,36.54826408,-121.9343156,0,1048,15.333,35.173,0.176,0.696
4417,4417,36.54853449,-121.9343119,427,561,14.511,35.59,0.134,0.4031
4418,4418,36.54880489,-121.9343082,972,466,18.964,34.016,0.241,0.4202
4419,4419,36.5490753,-121.9343044,128,752,12.793,35.238,0.282,0.6417
4420,4420,36.54934571,-121.9343007,1221,229,17.135,33.715,0.178,0.3456
4421,4421,36.54961611,-121.934297,2089,229,11.712,35.445,0.339,0.3639
4422,4422,36.54988652,-121.9342933,1942,0,15.783,34.966,0.216,0.3696
4423,4423,36.55015693,-121.9342896,1202,0,13.467,33.734,0.158,0.2648
4424,4424,36.55042733,-121.9342859,535,0,12.868,32.98,0.164,0.2373
4425,4425,36.55069774,-121.9342822,2691,0,14.56,36.342,0.152,0.3482
4426,4426,36.55096815,-121.9342785,2765,200,12.983,34.556,0.158,0.2759
4427,4427,36.55123855,-121.9342747,1936,679,16.494,34.704,0.27,0.4039
4428,4428,36.55150896,-121.934271,1045,892,15.844,34.027,0.216,0.3473
4429,4429,36.55177937,-121.9342673,1207,708,14.535,33.143,0.19,0.2868
4430,4430,36.55204977,-121.9342636,133,0,14.993,34.522,0.199,0.3346
4431,4431,36.52257241,-121.934333,0,639,12.817,35.997,0.148,0.6537
4432,4432,36.52311322,-121.9343256,0,212,13.637,36.344,0.177,0.6928
4433,4433,36.52446526,-121.934307,0,550,10.968,34.946,0.259,0.647
4434,4434,36.52473567,-121.9343033,0,1663,19.438,35.074,0.232,0.8014
4435,4435,36.52500608,-121.9342996,0,1399,17.845,34.297,0.203,0.7365
4436,4436,36.53636319,-121.9341438,0,737,10.941,34.769,0.249,0.637
4437,4437,36.53663359,-121.9341401,0,992,10.865,34.453,0.179,0.5926
4438,4438,36.536904,-121.9341364,0,791,13.814,33.886,0.166,0.6293
4439,4439,36.53717441,-121.9341327,0,172,7.027,33.767,0.252,0.5374
4440,4440,36.53744481,-121.9341289,0,449,18.385,34.483,0.153,0.7266
4441,4441,36.53771522,-121.9341252,0,461,7.214,35.773,0.113,0.5217
4442,4442,36.53798563,-121.9341215,0,660,21.34,34.877,0.232,0.8334
4443,4443,36.53825603,-121.9341178,0,342,17.537,34.934,0.215,0.7524
4444,4444,36.53852644,-121.9341141,0,376,20.201,33.769,0.318,0.8266
4445,4445,36.53879685,-121.9341104,0,608,12.314,34.888,0.211,0.6477
4446,4446,36.53906726,-121.9341067,0,973,11.205,35.928,0.202,0.6476
4447,4447,36.53933766,-121.934103,0,455,11.176,33.741,0.233,0.6079
4448,4448,36.53960807,-121.9340993,482,684,15.915,33.051,0.081,0.3602
4449,4449,36.53987848,-121.9340955,543,1561,12.204,35.678,0.191,0.5336
4450,4450,36.54014888,-121.9340918,237,1220,14.915,34.499,0.2,0.6151
4451,4451,36.54041929,-121.9340881,0,462,17.255,34.023,0.171,0.7021
4452,4452,36.5406897,-121.9340844,0,1455,13.722,35.402,0.234,0.6994
4453,4453,36.5409601,-121.9340807,477,1737,13.627,33.727,0.175,0.5301
4454,4454,36.54150092,-121.9340733,0,260,13.258,32.377,0.257,0.6263
4455,4455,36.54177132,-121.9340696,0,241,15.779,35.83,0.211,0.7386
4456,4456,36.54204173,-121.9340658,0,492,11.377,34.699,0.153,0.5957
4457,4457,36.54285295,-121.9340547,496,0,17.414,34.958,0.186,0.3861
4458,4458,36.54312336,-121.934051,0,405,15.875,34.786,0.227,0.7224
4459,4459,36.5447458,-121.9340287,242,0,18.976,34.627,0.186,0.4082
4460,4460,36.54555702,-121.9340176,0,978,12.331,34.956,0.293,0.6907
4461,4461,36.54582743,-121.9340139,0,1072,14.365,34.228,0.209,0.6701
4462,4462,36.54609783,-121.9340101,0,332,10.45,34.656,0.221,0.6106
4463,4463,36.54663865,-121.9340027,0,759,15.149,34.888,0.261,0.7278
4464,4464,36.54690905,-121.933999,0,855,18.319,33.34,0.286,0.7633
4465,4465,36.54717946,-121.9339953,0,693,14.992,32.946,0.194,0.6427
4466,4466,36.54744987,-121.9339916,0,892,11.607,35.333,0.266,0.6726
4467,4467,36.54772027,-121.9339879,0,1002,16.939,34.278,0.235,0.7344
